epoch,iteration,model_best_val_score,model_loss,model_val_score,step,train_dataset_size,val_dataset_size
0.0,0.0,0.013229643926024437,-1.2412112951278687,0.013229643926024437,1,582.0,30.0
1.0,0.0,0.012932890094816685,-1.393436598777771,0.01296213362365961,2,582.0,30.0
2.0,0.0,0.012866077944636345,-2.0729249477386475,0.01344734150916338,3,582.0,30.0
3.0,0.0,0.012818777933716774,-4.650290584564209,0.014315171167254448,4,582.0,30.0
4.0,0.0,0.012818777933716774,-10.12922716140747,0.016301674768328667,5,582.0,30.0
